cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev
11,3.098895582560833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.1965296801469085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.93116995367709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.2095633746936665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,271.0074836392924,0.8222404454243286,8.728421923521895e-05,0.001788738473255751,1.768270035731033e-07,0.8240291838975844,8.746104623879206e-05,0.00016104612109669097,1.3794723504415702e-08,0.00035304513137747803,5.020407059620369e-08,1.5671743617670044,0.00022285686815090951
23,27.42425500388135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,120.14605258693206,0.4338769397311695,5.4414943211742e-05,0.0001793573573813792,7.660175382841211e-08,0.43405629708855087,5.449154496557041e-05,2.537160931516661e-05,7.078055275498976e-09,0.000207009000408732,5.690904493675049e-08,0.9189170711115376,0.00025262038263930366
24,10.959164917499598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.7315730786734755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,12.538215838395983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.572042724079061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,31.34788316738669,0.1289168718015454,3.2809314974140076e-05,1.5223044732746197e-05,2.2266691234414685e-08,0.12893209484627816,3.283158166537449e-05,2.969989402018183e-06,2.094569043724905e-09,6.697310073317157e-05,4.2276685543208136e-08,0.29729492653686573,0.00018766704819096164
26,7.365072662089163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.7247595365268326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7.179830748134305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,544.4324924939693,1.3850342569570435,0.00017450847742110103,0.0019833188753698764,2.756954486359301e-07,1.3870175758324135,0.00017478417286973696,0.00018938771981387575,2.2967347823639583e-08,0.0006270272325193816,1.493898010761623e-07,2.783386359415408,0.0006631442989811748
