cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev
11,3.0398362076923844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.079275920600005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.34297227387169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.091472459791507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,268.0365337508718,0.7625345051988437,7.846716568087904e-05,0.0016562492926434113,1.697839920402771e-07,0.7641907544914871,7.863694967291932e-05,0.0035064067056167505,3.008249265153067e-07,0.03780003298248717,4.924003839191253e-06,163.57479458788023,0.02130799507288277
23,27.357748698807303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,120.58015118156382,0.41004802764327464,5.377397082900904e-05,0.0001833175355909581,8.127554602119197e-08,0.4102313451788656,5.385524637503023e-05,0.0005333435369515398,1.5365468912229366e-07,0.02193290073317468,3.638082236989541e-06,94.9118148602566,0.015743334268652365
24,10.991932812569535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.7338098329815024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,12.477713387663984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.635822440093568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,31.754789315995414,0.1236213536394579,3.494964443165376e-05,1.7022389111865613e-05,2.4256028889152797e-08,0.12363837602856977,3.4973900460542914e-05,6.20004562539693e-05,4.570411385869898e-08,0.007009498515616972,2.7235322059125997e-06,30.332705804444906,0.011785736307215165
26,7.489592597216761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.7344969508578558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7.183418648644266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,541.5295664792214,1.2962038864815761,0.00016719078094154185,0.001856589217346235,2.7531556695062186e-07,1.2980604756989225,0.00016746609650849245,0.004101750698822259,5.001837294962993e-07,0.06674243223127882,1.1285618282093393e-05,288.81931525258176,0.0488370656487503
