cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev
11,3.0751585904555516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.154284268979496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.731110702519842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.174546853076878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,279.70765080534875,0.6516240660165343,6.973750148051175e-05,0.0013149723189154168,1.5329561564374743e-07,0.6529390383354498,6.98907970961555e-05,0.04473373900471883,3.5026958469813193e-06,0.12164339586226004,1.5874731304641095e-05,539.9774542416188,0.07046824807781693
23,29.461473516857865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,133.27058632000345,0.37394195359381205,5.5004056547596484e-05,0.0001848756596715632,6.920537593370896e-08,0.3741268292534836,5.5073261923530194e-05,0.00854686393640501,2.14590989678329e-06,0.07503102799072642,1.3579616440188067e-05,333.06422593989686,0.06028018753482826
24,12.27468528230527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.9281481051575786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,13.62988137377339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8.628369312808639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,36.21749514374971,0.11655488515685188,3.055365268919752e-05,2.1382472867157157e-05,2.3147970135497386e-08,0.11657626762971904,3.0576800659333016e-05,0.0012174544825187786,7.637433374349792e-07,0.024468617048391608,7.339651689484922e-06,108.6166778635844,0.03258085986678595
26,8.138403397280308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1.29960362874975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,9.213770286970481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,579.9051675880369,1.1421209047671983,0.00015529521071730576,0.0015212304514541372,2.4564896171295374e-07,1.1436421352186525,0.00015554085967901872,0.054498057423642624,6.412349081199588e-06,0.22114304090137804,3.679399943431408e-05,981.6583580451,0.16332929547943115
