cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev
11,3.098853107503944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.196476061645464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.929742880674993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.209427265770813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,270.99814133005856,0.8224825995853766,8.246085966733023e-05,0.0017895233070788377,1.789878283971305e-07,0.8242721228924554,8.263984749572737e-05,8.055089864405388e-05,6.838381736485075e-09,0.00017651798753841249,2.3553452035207726e-08,0.7835668583831237,0.00010455424216350258
23,27.421147198017625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,120.11906849264838,0.4338996997162438,5.4859373205727326e-05,0.00017932506561087647,7.650466322637627e-08,0.43407902478185467,5.49358778689537e-05,1.2685361199817038e-05,3.6070715165509304e-09,0.00010353587828660905,2.766350775769901e-08,0.45959782348709044,0.0001227988612822836
24,10.95447899498796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.7309776668452537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,12.535004189896037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.5686558058214874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,31.338166106922174,0.1289037137620581,3.4803055482806194e-05,1.5207944317524457e-05,2.205517747984552e-08,0.12891892170637562,3.482511066028604e-05,1.4846382551509062e-06,1.0902074923018405e-09,3.3497780482347426e-05,2.299368685323593e-08,0.14869731397571398,0.00010206943338459868
26,7.364729540977563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.7246279898942407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7.179237146389779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,544.3687337780543,1.3852860130636786,0.00017212328835586376,0.0019840563170072387,2.775476691033523e-07,1.3872700693806856,0.00017240083602496713,9.472089809902183e-05,1.1535660745337846e-08,0.00031355164630736897,7.421064664614266e-08,1.3918619958459282,0.00032942253683038484
