cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev
11,3.0982187765797393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.1950578946494375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.92318219774016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.208489269131422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,270.94706654462425,0.8220480549745623,9.082614825947478e-05,0.0017886261175552368,1.7927019694499624e-07,0.8238366810921176,9.100541845641977e-05,4.4424179069494205e-05,3.6985827469707363e-09,0.00045903002523420977,6.324336939062844e-08,1.9863935600834717,0.0002736775695912844
23,27.420360425970163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,120.14298940585671,0.4338936098627718,6.314059793053397e-05,0.00017934518531578634,7.674711322498776e-08,0.43407295504808757,6.321734504375895e-05,6.4259101083211445e-06,1.9482397137270017e-09,0.00026337712035572324,6.305319100368046e-08,1.1397307082058565,0.0002728545970136022
24,10.971809755977478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.7326556640227286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,12.51458060052243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.569194784287813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,31.321626740802397,0.12873202356306065,3.480749585380866e-05,1.5221466205712387e-05,2.2097744812779357e-08,0.12874724502926638,3.4829593598621444e-05,7.124167219678163e-07,5.543230736117243e-10,8.355522718836158e-05,3.520808018436886e-08,0.36157452905959375,0.00015235845129182773
26,7.350727306341781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.723465367191363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7.172892180752796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,544.2923169144507,1.3846736884003947,0.0001887742420438174,0.0019831927690767354,2.7811505498276337e-07,1.3866568811694715,0.00018905235709880017,5.1562505899783164e-05,6.201145534309462e-09,0.0008059623727782946,1.6150464057867778e-07,3.487698797348922,0.0006988906178967142
