cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev
11,2.9875627642163236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5.974983678912976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,29.821792716715528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,5.986611014208753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,265.5493207889929,0.7041781682047186,7.080060511857021e-05,0.0015270440506453987,1.533614148595858e-07,0.705705212255364,7.09539665334298e-05,0.00666386667843571,5.284328426986361e-07,0.07461402822468345,8.659634147146818e-06,322.88263732154627,0.03747345610735314
23,27.373398687913305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,122.12152083796116,0.3903214515942014,4.429777707964323e-05,0.0001847731961815253,7.375629691440338e-08,0.39050622479038294,4.437153337655763e-05,0.001065187540278433,3.1469819872126423e-07,0.044541231343807705,6.813881757467764e-06,192.74646588615764,0.029486199372902148
24,12.002754939043319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.1539250170525372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,11.076241436846814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.728964148701078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,32.30995501379942,0.11822688274648659,3.1728947577942414e-05,1.8584407696528884e-05,1.8890873495945774e-08,0.11824546715418312,3.174783845143836e-05,0.0001297641362264056,8.293948177773597e-08,0.014189758456365373,4.774453327034777e-06,61.40435977468502,0.020660834412524576
26,7.662035618697335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.7497616565692228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7.23702127533144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,539.7358495949621,1.2127265025454066,0.00014682732977615585,0.001730401654523453,2.4600858526993497e-07,1.21445690419993,0.0001470733383614258,0.00785881835494055,9.260705231976363e-07,0.13334501802485654,2.0247969231649357e-05,577.033462982389,0.08762048989277986
