cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev
11,2.8906822048102043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5.781618708472402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,28.850811797463006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,5.791617410825937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,260.3990843910714,0.5898779780428368,6.897810413760067e-05,0.0012824595935966188,1.4666915019699884e-07,0.5911604376364334,6.912477328779767e-05,0.012146340649700788,1.0166370861249852e-06,0.14349629571200334,1.9220901994860333e-05,620.9618151943799,0.08317598815481729
23,27.28963525670988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,123.52314708725578,0.3400975585836995,5.0035890680718264e-05,0.00018050514398938465,6.93940768379178e-08,0.3402780637276889,5.010528475755618e-05,0.002124758420663915,5.863346402988081e-07,0.08830801224807829,1.4540056818520956e-05,382.1415968244207,0.06292023100846457
24,12.258914429929106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.1747022284959734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,11.128766404147157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.929410037264859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33.63574565458269,0.10713842366498735,2.9325918594502992e-05,2.0819371856250932e-05,2.2011214801998624e-08,0.1071592430368436,2.9347929809304992e-05,0.00028326804484720374,1.771654144733973e-07,0.02893879798943239,9.624056631653681e-06,125.2289366767134,0.041646870714484086
26,8.131055506753574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.7920699613294269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7.47928719885852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,537.0565482779698,1.0371139602915236,0.00014833991341282193,0.0014837841094422544,2.3807444183691527e-07,1.038597744400966,0.00014857798785465886,0.014554367115211906,1.7801371408971906e-06,0.260743105949514,4.3385015445034966e-05,1128.332348695514,0.18774308987776595
