cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev
11,3.0956418284290033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.190699669887476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.90200870428084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.204481997651608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,271.6099528246993,0.8107608799914391,8.163440687487735e-05,0.0017525290935630597,1.8210699000854417e-07,0.8125134090850021,8.18165138648859e-05,0.003965956691541892,3.505888958120841e-07,0.008865000527089098,1.1714469975102266e-06,39.35191370264368,0.005200076527054691
23,27.560859088697516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,120.8814077235122,0.4296132149031386,5.6476600814130576e-05,0.00018107626007156214,7.962869949433548e-08,0.42979429116321016,5.6556229513624914e-05,0.0006344204206585533,1.7332990756920472e-07,0.00516560378129007,1.1401659298061508e-06,22.93021795116851,0.005061219245201652
24,11.001623313875646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.7377999585259856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,12.556902979604418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.600900952370819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,31.066653841281592,0.12457044697794162,3.7276215542999085e-05,1.5797096291573034e-05,2.1022096810923534e-08,0.12458624407423319,3.729723763981001e-05,7.519509740118324e-05,5.515473064649911e-08,0.0016065206974699398,6.939734831572698e-07,7.131377336658405,0.003080562097845147
26,6.790461682979495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1.0953821284828167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7.985757675978491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,546.2805343702572,1.3649445418725192,0.00017538722323200698,0.001949402449926195,2.827577863138032e-07,1.3668939443224455,0.00017566998101832082,0.004675572209601629,5.790735340277879e-07,0.015637125005849108,3.0055864104736474e-06,69.41350899047059,0.01334185787010149
