filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li6(n,t)_sd","Li7(n,Xt)","Li7(n,Xt)_sd","Be9(n,2n)","Be9(n,2n)_sd","Pb(n,2n)","Pb(n,2n)_sd","U238(n,g)","U238(n,g)_sd","Th232(n,g)","Th232(n,g)_sd","U235(n,inel)","U235(n,inel)_sd","U238(n,inel)","U238(n,inel)_sd","Th232(n,inel)","Th232(n,inel)_sd","tot(n,fis)","tot(n,fis)_sd","tot(n,nufis)","tot(n,nufis)_sd",tbr,tbr_sd,Pu239_kg/yr,Pu239_kg/yr_sd,U233_kg/yr,U233_kg/yr_sd,leak [n/src-n],leak_sd,heat [MW],heat_sd,fisq [MW],fisq_sd
tallies_HCPB_900K_Li60.0_U238_000.00kgm3_4e6x25,0.0,0.0,1.3892885946782856,0.0002233122688901,0.0153932562560559,3.664730463125797e-06,0.5245333593396234,0.0001218308462811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4046818509343415,0.0002269769993532,0.0,0.0,0.0,0.0,0.0577937853003871,3.367964821345224e-05,1024.611758267977,0.1367315352479437,0.0,0.0
tallies_HCPB_900K_Li60.0_U238_000.10kgm3_4e6x25,0.1,0.026519364000000004,1.3892653601965848,0.0002235620468293,0.015392838719296,3.662944766785999e-06,0.5245176179936243,0.0001223658242523,0.0,0.0,3.522946785725094e-05,1.689509226949034e-08,0.0,0.0,1.0443292332058413e-07,7.662633047387906e-12,1.9698923694352e-05,1.722227860007121e-09,0.0,0.0,3.985835114843474e-06,6.837198478503995e-10,1.4079454530829275e-05,2.6146399456606187e-09,1.4046581989158808,0.0002272249915961,0.156415311449654,7.501251878146275e-05,0.0,0.0,0.0577911305757947,3.391887782256629e-05,1024.6553447385656,0.1366023899268966,0.0429367488554854,7.638386148682004e-06
tallies_HCPB_900K_Li60.0_U238_000.50kgm3_4e6x25,0.5,0.13259682,1.3891216485052933,0.0002302809883299,0.0153911475528191,3.6356656151210335e-06,0.5244654960763839,0.0001209862139409,0.0,0.0,0.0001758392121254,8.30220279390698e-08,0.0,0.0,5.2213302268957e-07,3.850811875242364e-11,9.848852873767738e-05,8.609295215797902e-09,0.0,0.0,1.9927295553162277e-05,3.390669082096837e-09,7.039054210088866e-05,1.2964553995311602e-08,1.4045127960581123,0.000233916653945,0.7807085034922533,0.0003686094950366,0.0,0.0,0.0577840658842692,3.363544177904274e-05,1024.8225764876229,0.1371334774417402,0.2146635254989249,3.797421903544008e-05
tallies_HCPB_900K_Li60.0_U238_001.00kgm3_4e6x25,1.0,0.26519364,1.388954408477061,0.0002290601039676,0.0153891903728018,3.6302114715747527e-06,0.524400884604202,0.000120617521779,0.0,0.0,0.0003509370947518,1.6198951774277913e-07,0.0,0.0,1.0442012333946333e-06,7.779702612947829e-11,0.0001969645069457,1.7472917996959626e-08,0.0,0.0,3.985021893973584e-05,6.795014983308197e-09,0.0001407653620855,2.5948777813759645e-08,1.404343598849863,0.0002326903154391,1.5581255782024044,0.0007192172465387,0.0,0.0,0.0577890918386839,3.3674505150409326e-05,1025.0345696917466,0.1358388892294192,0.4292800492984048,7.60014570845428e-05
tallies_HCPB_900K_Li60.0_U238_010.00kgm3_4e6x25,10.0,2.6519364,1.385751557637342,0.00022817288247,0.0153524723211926,3.6250013367796983e-06,0.5231965480880312,0.0001206907117268,0.0,0.0,0.0033895635450891,1.866909065107092e-06,0.0,0.0,1.0427899618977091e-05,7.9702983073228e-10,0.0019669390883884,1.7210859217096913e-07,0.0,0.0,0.0003976546731698,6.80411563992781e-08,0.0014046369503876,2.586996461716018e-07,1.401104029958535,0.0002317978838068,15.049322905806656,0.0082888894050327,0.0,0.0,0.0578409819723821,3.094398880779389e-05,1028.7536790126492,0.1368111656468577,4.283678982356765,0.0007593555890867
tallies_HCPB_900K_Li60.0_U238_025.00kgm3_4e6x25,25.0,6.629841000000001,1.380763061484814,0.0002900453634547,0.0152919615033998,3.5912504283708107e-06,0.5212020446039348,0.0001203003596705,0.0,0.0,0.0080633010854927,4.248377378312524e-06,0.0,0.0,2.601232010537941e-05,2.073709235038577e-09,0.0049063419526358,4.3973074596806933e-07,0.0,0.0,0.0009906693143894,1.730407161732211e-07,0.003499233007079,6.507623552335898e-07,1.396055022988214,0.0002936366138831,35.800249828073724,0.0188623703734897,0.0,0.0,0.0579056703276833,3.034736921764385e-05,1034.91065069197,0.1613086618207671,10.671881973296314,0.0020054623608106
tallies_HCPB_900K_Li60.0_U238_050.00kgm3_4e6x25,50.0,13.259682000000002,1.3736133112175914,0.0002588745528101,0.0151921343845773,3.651905135481342e-06,0.5179319750700957,0.0001208948226628,0.0,0.0,0.0150779759753012,6.4120842528718206e-06,0.0,0.0,5.18349872430668e-05,3.773160716287982e-09,0.0097763140322124,8.429917717073868e-07,0.0,0.0,0.0019700816852812,3.454139455983681e-07,0.0069580708918442,1.3126212858680287e-06,1.3888054456021688,0.0002625264579456,66.94470429594455,0.0284690123483639,0.0,0.0,0.0579866784155193,3.1568134085396235e-05,1045.2378590694557,0.1506696838705999,21.222686975058792,0.0038745239047686
tallies_HCPB_900K_Li60.0_U238_075.00kgm3_4e6x25,75.0,19.889523,1.3670003548087308,0.0002420433252318,0.0150927113869129,3.503778274162629e-06,0.5146733234734802,0.0001159585502743,0.0,0.0,0.0214096753327164,7.373989779917565e-06,0.0,0.0,7.746770179070152e-05,5.853246053161314e-09,0.0146098444770769,1.2907008325766768e-06,0.0,0.0,0.0029385364277866,5.150898330262997e-07,0.0103773983272501,1.944606479919862e-06,1.382093066195644,0.000245547103506,95.05681575356428,0.0327397766189924,0.0,0.0,0.0581163210145488,3.393804573635005e-05,1055.4047833825907,0.1552707594750574,31.65567361290808,0.0059222310610342
tallies_HCPB_900K_Li60.0_U238_100.00kgm3_4e6x25,100.0,26.519364000000003,1.3607873067297425,0.0001867568961897,0.014995299420789,3.447244508676863e-06,0.5114874334948305,0.0001144189673492,0.0,0.0,0.0272782755621573,1.034146220198774e-05,0.0,0.0,0.0001029150851939,7.492266811271177e-09,0.0194078062768262,1.7267993931294854e-06,0.0,0.0,0.0038964235298789,6.585298158481502e-07,0.0137585453660853,2.498867961466128e-06,1.3757826061505316,0.0001902041406984,121.11281343087732,0.0459150571823301,0.0,0.0,0.0582161596694499,3.23862955946487e-05,1065.4849680623388,0.1452966474771516,41.975063104577714,0.0075409135720416
tallies_HCPB_900K_Li60.0_U238_150.00kgm3_4e6x25,150.0,39.779046,1.3490976940550832,0.0001959990265102,0.0148050265727136,3.355367960075522e-06,0.505222181402712,0.0001112906740076,0.0,0.0,0.0379842451448906,1.2668790850051172e-05,0.0,0.0,0.0001532601099067,1.1218647700425738e-08,0.0288985564751056,2.4659063966400137e-06,0.0,0.0,0.0057811228177519,9.644517059337554e-07,0.0204086761915389,3.655538809653619e-06,1.3639027206277967,0.0001993543944702,168.64624690308057,0.056248163455964,0.0,0.0,0.0584351362462331,3.841915208116216e-05,1085.2588841530642,0.1551676225959921,62.27973209599999,0.0112442756803034
