filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li7(n,Xt)","U238(n,g)",tbr,Pu239_kg/yr
tallies_FLiBe_900K_Li07.5_U238_000.00kgm3,0.0,0.0,1.058594492017752,0.108505553619475,0.0,1.167100045637227,0.0
tallies_FLiBe_900K_Li07.5_U238_000.10kgm3,0.1,0.07718000000000001,1.0585756701626057,0.1085033798977299,0.0001134426199499,1.1670790500603356,0.5035740468182246
tallies_FLiBe_900K_Li07.5_U238_000.50kgm3,0.5,0.38589999999999997,1.0582100923327726,0.1084925109071766,0.0005645528358046,1.1667026032399497,2.5060612695147286
tallies_FLiBe_900K_Li07.5_U238_001.50kgm3,1.5,1.1576999999999997,1.0569936067904746,0.1084740699461422,0.0016725750872305,1.1654676767366168,7.424594086910854
tallies_FLiBe_900K_Li07.5_U238_003.00kgm3,3.0,2.3153999999999995,1.055638858042443,0.1084469567332398,0.0032871618547765,1.1640858147756823,14.591776869105685
tallies_FLiBe_900K_Li07.5_U238_007.50kgm3,7.5,5.7885,1.051663751521473,0.1083499346178906,0.0078331432610616,1.160013686139364,34.77147877067967
tallies_FLiBe_900K_Li07.5_U238_015.00kgm3,15.0,11.577,1.0466122669962803,0.1081844637568499,0.0146040443264519,1.1547967307531304,64.82764330221941
tallies_FLiBe_900K_Li07.5_U238_030.00kgm3,30.0,23.154,1.0373992198080562,0.1078569769965278,0.026282381603768,1.145256196804584,116.66801480845932
tallies_FLiBe_900K_Li07.5_U238_045.00kgm3,45.0,34.731,1.0301534946099955,0.1075439382333455,0.036428067510424,1.1376974328433411,161.70491638932745
tallies_FLiBe_900K_Li07.5_U238_060.00kgm3,60.0,46.308,1.0238179117902604,0.1072345312114658,0.0454249470937774,1.131052443001726,201.64224384636827
tallies_FLiBe_900K_Li07.5_U238_075.00kgm3,75.0,57.885,1.0181087016201331,0.1069112078178165,0.0538285544460791,1.1250199094379498,238.94602406704115
tallies_FLiBe_900K_Li07.5_U238_090.00kgm3,90.0,69.462,1.012987947591212,0.1065977996855209,0.0616390642740846,1.1195857472767328,273.6170325781082
tallies_FLiBe_900K_Li07.5_U238_105.00kgm3,105.0,81.039,1.0085379584523275,0.1062672017041636,0.0690073283552757,1.1148051601564914,306.3249034209012
tallies_FLiBe_900K_Li07.5_U238_120.00kgm3,120.0,92.616,1.0041839630878218,0.1059622580766638,0.0760887201862601,1.1101462211644857,337.75934263790674
tallies_FLiBe_900K_Li07.5_U238_135.00kgm3,135.0,104.193,0.9993976373467456,0.1056510864204767,0.0826180609462825,1.1050487237672222,366.74321616824767
tallies_FLiBe_900K_Li07.5_U238_150.00kgm3,150.0,115.77,0.9961176190821618,0.1053400347548302,0.089146375817856,1.101457653836992,395.72253575935446
tallies_FLiBe_900K_Li07.5_U238_250.00kgm3,250.0,192.95,0.9700345211337422,0.1033526936766528,0.1270662805767419,1.0733872148103951,564.0497473736473
tallies_FLiBe_900K_Li07.5_U238_500.00kgm3,500.0,385.9,0.9255956803014224,0.0986136022658286,0.2030921423002107,1.024209282567251,901.5300600446992
tallies_FLiBe_900K_Li07.5_U238_750.00kgm3,750.0,578.85,0.8921111141533852,0.0942659894502988,0.2666946381186159,0.986377103603684,1183.8628043091232
tallies_FLiBe_900K_Li07.5_U238_999.99kgm3,999.99,771.792282,0.8632154841399393,0.0902965212671253,0.3229845778724786,0.9535120054070646,1433.7349667249302
tallies_FLiBe_900K_Li30.0_U238_000.00kgm3,0.0,0.0,1.132076145259122,0.08114827882484,0.0,1.2132244240839622,0.0
tallies_FLiBe_900K_Li30.0_U238_000.10kgm3,0.1,0.07718000000000001,1.1320998674262646,0.0811473241015709,1.4041666062732471e-05,1.2132471915278356,0.0623312350014522
tallies_FLiBe_900K_Li30.0_U238_000.50kgm3,0.5,0.38589999999999997,1.1320657689629818,0.0811414322472315,7.016896505630338e-05,1.2132072012102133,0.3114814318467009
tallies_FLiBe_900K_Li30.0_U238_001.50kgm3,1.5,1.1576999999999997,1.132158578105972,0.0811245746224388,0.0002103219171696,1.2132831527284107,0.9336231745213586
tallies_FLiBe_900K_Li30.0_U238_003.00kgm3,3.0,2.3153999999999995,1.1321176405508389,0.0811008341998817,0.0004199523904897,1.2132184747507206,1.86417701603863
tallies_FLiBe_900K_Li30.0_U238_007.50kgm3,7.5,5.7885,1.1319910009091845,0.0810299769304031,0.0010443856099185,1.2130209778395875,4.636048499738875
tallies_FLiBe_900K_Li30.0_U238_015.00kgm3,15.0,11.577,1.1317139705276502,0.0809130654891117,0.0020725925375082,1.212627036016762,9.200279506757004
tallies_FLiBe_900K_Li30.0_U238_030.00kgm3,30.0,23.154,1.1316529431467843,0.0806688505550231,0.0040917890646454,1.2123217937018074,18.163533061200987
tallies_FLiBe_900K_Li30.0_U238_045.00kgm3,45.0,34.731,1.1316170410475348,0.0804304041214827,0.0060727132617395,1.2120474451690175,26.95689498118304
tallies_FLiBe_900K_Li30.0_U238_060.00kgm3,60.0,46.308,1.1316190253418263,0.0801964161669582,0.0080234326910031,1.2118154415087847,35.61617733586309
