filename,fertile_kg/m3,fertile_mt,br_vol_m3,energy mid [eV],mean,energy low [eV],energy high [eV]
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0010235199555267,0.0,0.001,0.0010470399110535
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0010716662431962,0.0,0.0010470399110535,0.001096292575339
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0011220773279553,0.0,0.001096292575339,0.0011478620805716
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0011748597456575,0.0,0.0011478620805716,0.0012018574107434
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0012301250435936,0.0,0.0012018574107434,0.0012583926764438
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.001287990016229,0.0,0.0012583926764438,0.0013175873560142
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0013485769520303,0.0,0.0013175873560142,0.0013795665480464
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0014120138919026,0.0,0.0013795665480464,0.0014444612357589
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0014784348997841,0.0,0.0014444612357589,0.0015124085638093
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0015479803459684,0.0,0.0015124085638093,0.0015835521281275
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0016207972037554,0.0,0.0015835521281275,0.0016580422793833
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0016970393600559,0.0,0.0016580422793833,0.0017360364407285
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0017768679406073,0.0,0.0017360364407285,0.0018176994404861
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0018604516504874,0.0,0.0018176994404861,0.0019032038604887
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0019479671306457,0.0,0.0019032038604887,0.0019927304008028
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0020395993312065,0.0,0.0019927304008028,0.0020864682616103
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0021355419023314,0.0,0.0020864682616103,0.0021846155430525
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0022359976034682,0.0,0.0021846155430525,0.0022873796638839
tallies_DCLL_900K_Li90.0_Th232_000.50kgm3_4e6x25,0.5,0.17262920000000004,345.25840000000005,0.0023411787318513,0.0,0.0022873796638839,0.0023949777998187
